ID,Response Status,Participant Type,Q1_6_TEXT,Q4,"For those who answered Q4, do they know which app store they are using?",Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_7,Q8_8,Q8_9,Q8_10,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_11,Q11_12,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q15_22,Q15_23,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29.1,Q29.2,Q29.3,Q29.4,Q29.5,Q29.6,Q29.7,Q29.8,Q29.9,Q29.10,Q29.11,Q29.12,Q29.13,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10
8686,1,2,1,5,1,8,5,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,,,,,,1,,,1,1,,1,1,,,,1,,,,1,,,,,,,1,,,,,,,,,,,1,1,,,,1,1,,,,,,,,1,31,3,6,4,7,1,5,20,1,1,4,5,,,,,9,,,,,,,,,5,4,6,4,5,4,3,3,4,4
8687,1,2,1,1,1,8,6,1,1,,1,1,,,,1,1,1,,1,1,,1,,1,,1,,,,,,1,1,,,,1,1,,1,,,1,1,,1,,,,,,,,,,1,,1,1,,,,1,,1,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,2,35,3,6,4,7,1,5,4,2,1,7,5,,,,,8,,,,,,,,,4,4,4,4,4,4,4,4,4,4
8688,1,2,1,3,1,6,4,,,,1,1,,1,,,,,1,1,,,,,1,,1,,1,1,1,1,1,,,1,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,1,,,1,,1,1,,1,1,1,1,,,,,1,,1,,1,,,,1,,,,1,27,2,6,4,7,1,5,17,2,1,3,5,,,,,9,,,,,,,,,4,4,5,4,6,6,7,4,7,5
8690,1,2,1,3,1,7,2,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,2,17,2,14,11,6,1,2,10,2,4,24,11,,,,,,,,,,,12,,,5,6,5,7,6,5,6,3,5,4
8691,1,2,0,1,1,8,2,,1,1,1,,,1,,,,,1,,,,1,,1,,,1,,1,1,,,,,1,,1,,,,1,,1,,1,1,1,1,,,,1,,,,,,,,1,,,,,1,,,,1,1,,1,,,,,1,,1,,1,,,,,1,1,1,1,,1,,,1,1,,,,1,,1,,1,,,,2,31,4,1,15,1,4,5,15,2,1,2,12,,,,,,,,,,,,5,,6,6,3,2,6,6,6,7,3,6
8693,1,2,0,1,1,6,3,,1,1,1,1,,,,,,,1,,,,,,,,1,1,,1,,1,,,,,,,,,,1,1,,,,1,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,1,1,,,1,,,1,,2,26,3,9,7,1,1,5,18,2,3,10,7,,,,,,,6,,,,,,,7,1,5,1,6,4,6,2,5,2
8695,1,2,1,1,1,6,2,,1,,1,1,,,,1,,,1,1,,,1,,1,,,,1,,1,,1,,,1,,1,,,,1,,,,1,1,1,,,,,,,1,,1,1,1,,1,,,1,,,,1,,1,1,,,,,,1,,1,1,,1,,,1,,,1,1,,,1,1,,1,1,,1,1,1,,,,,,1,,2,31,3,6,4,7,1,5,19,2,1,1,5,,,,,11,,,,,,,,,7,1,5,2,6,2,6,1,4,1
8697,1,2,1,5,1,8,4,,1,,1,1,,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,,1,,1,1,1,,1,,,1,1,1,1,,,,,,,,,1,1,1,,1,,,1,,,,,,1,,1,1,,,,,1,1,1,,,,,,,,,,,1,1,,1,1,1,,,,1,,,1,,,1,,2,31,3,6,4,7,1,5,20,2,1,1,5,,,,,10,,,,,,,,,6,3,7,3,4,5,6,1,7,4
8698,1,2,1,3,1,7,3,,,,1,1,,1,,,,1,,,1,,1,,,,,1,,,1,1,1,,,,,1,1,1,,1,1,,1,,,,,,,,,,1,,,,,,,,,1,,,1,,,,1,1,,,,,1,1,1,1,1,,1,,,,,1,,,1,1,,,,1,1,,,1,,,1,,,1,,2,23,1,14,11,6,1,4,24,2,1,11,11,,,,,,,,,,,5,,,5,4,5,4,5,3,4,4,5,4
8700,1,2,1,1,1,6,2,,1,1,1,1,,,,,,1,1,,,,1,,,,1,1,1,1,1,,,,,,,1,,,,1,,1,,1,,1,1,,,1,,,,,1,1,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,1,1,,,,2,43,3,5,3,1,5,4,14,2,2,11,4,,,,7,,,,,,,,,,2,4,6,4,4,3,5,4,4,4
8701,1,2,1,1,1,5,3,,,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,,1,1,,1,1,,,,,1,,,1,,,1,1,,,1,,1,1,,,,1,,,1,,,1,,,,,1,,,1,,,,,,1,,,,,,,1,,1,1,,,,,,1,,,1,1,1,,1,,,,1,,,1,1,,1,,2,36,3,6,4,7,1,5,17,2,1,1,5,,,,,9,,,,,,,,,5,4,6,3,5,4,5,2,5,4
8702,1,2,1,5,1,7,5,,1,,,1,,,,,,1,,1,,,,,,1,,,1,,,,,1,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,34,3,6,4,7,1,6,18,2,1,9,5,,,,,10,,,,,,,,,7,6,7,1,6,2,6,2,6,2
8703,1,2,1,5,2,1,1,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,54,6,2,1,1,4,2,10,2,2,22,1,6,,,,,,,,,,,,,6,4,6,1,5,3,5,3,5,5
8704,1,2,1,1,1,7,3,,,1,1,1,,1,,,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,1,,,,,,,1,,1,,1,1,,,,1,,,,,,,1,,,,,2,28,3,6,4,7,1,5,16,2,1,6,5,,,,,8,,,,,,,,,7,4,6,2,7,5,5,3,7,5
8709,1,2,1,3,1,4,1,,,1,1,,,,,,,1,1,,,,1,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,2,18,2,16,1,1,4,2,14,2,2,15,1,12,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4
8712,1,2,1,3,1,4,1,,,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,17,2,14,11,6,1,2,12,2,4,24,11,,,,,,,,,,,12,,,6,4,4,5,4,3,5,5,4,4
8714,1,2,1,1,1,5,2,,1,,1,1,,,1,,1,,1,,,,,,,1,,,1,,1,1,,,,1,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,1,,,1,1,,1,,1,30,3,6,4,7,1,5,18,2,1,1,5,,,,,9,,,,,,,,,7,5,7,4,7,2,7,2,6,2
8715,1,2,1,4,1,7,3,,,,,1,,1,,1,,,,,,,,1,,1,1,1,,,1,1,1,,,1,1,1,,,,1,1,,,,,,1,,,,,,,,1,,,,,,,1,,,1,,,,1,1,,,,,,,1,,1,,,,1,,,,,,,1,,1,,,,,,1,,,,,,,,1,31,2,9,7,1,1,3,20,2,1,3,7,,,,,,,10,,,,,,,3,2,4,4,2,7,6,2,7,5
8716,1,2,1,1,1,8,4,1,,1,1,,,,1,,,1,1,,,,,1,,,,,1,,1,1,1,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,1,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,1,1,1,1,,,2,26,1,6,4,7,1,5,21,2,1,17,5,,,,,9,,,,,,,,,6,1,6,6,7,5,4,1,7,5
8717,1,2,1,6,1,3,2,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,48,3,13,12,9,4,3,15,2,1,17,10,,,,,,,,,,10,,,,5,3,6,4,5,6,4,5,5,6
8718,1,2,1,3,1,6,2,1,1,1,1,1,,,,1,,1,,1,1,,,,,,1,1,,,,1,1,,,1,,1,,,,1,,,,1,1,1,1,,,,1,,,,1,,,,1,,,,,1,,,,1,1,1,1,,,,,,,1,,,1,,,,,1,1,,,1,,1,,1,,,,1,,,,1,,1,,1,37,3,6,4,7,1,5,16,2,1,16,5,,,,,10,,,,,,,,,4,5,7,2,6,4,7,4,5,5
8719,1,2,0,1,1,5,2,,,1,1,1,,,,,1,,1,1,1,,1,,1,,1,,,1,1,,,,,,,,,1,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,1,,,,,,,1,,1,,,1,1,1,1,,1,,,,,,1,,2,17,2,14,11,6,1,2,12,2,4,24,11,,,,,,,,,,,12,,,6,4,5,5,4,3,6,2,6,2
8720,1,2,1,1,1,7,4,1,1,,1,1,,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,1,1,1,,1,1,1,1,1,,,1,,,,1,1,1,1,,1,,,1,,,1,1,,1,,,,,,,,1,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,1,36,3,6,4,7,1,5,18,2,1,7,5,,,,,8,,,,,,,,,7,7,7,1,7,1,6,1,7,1
8721,1,2,1,4,1,5,3,,1,,1,1,,1,,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,,,,1,,1,,,,1,1,1,,1,,1,,,,,,,1,,1,1,1,,1,,,1,,1,1,,,1,1,1,1,,,,1,,1,,1,1,1,,1,,,1,1,1,,1,,1,,1,,1,,1,,,1,,,1,,2,26,2,9,7,11,7,5,16,2,1,3,7,,,,,,,10,,,,,,,7,2,6,4,7,4,6,2,4,7
8722,1,2,1,3,1,6,2,,1,1,1,1,,1,,1,,,,,1,,1,,1,,,1,,,,1,1,,,1,,1,1,1,,1,,,,,1,,,,,,,,,1,,,1,,,,,1,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,,1,1,,,1,,,,1,,,,2,29,3,6,4,7,1,5,18,2,1,19,5,,,,,5,,,,,,,,,5,4,5,5,5,4,5,3,5,4
8723,1,2,1,1,1,6,2,,1,1,1,1,,,1,1,,1,1,1,,,,,1,,,,1,1,1,1,,1,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,1,,,,1,1,,1,,,,,,,1,,,,,,1,1,1,,1,,1,1,1,1,,,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,,1,30,2,6,4,7,1,5,17,2,1,19,5,,,,,9,,,,,,,,,5,7,7,2,6,4,7,1,6,2
8724,1,2,0,3,1,4,2,,,1,,,,,,,,1,,,,,1,,,,1,1,,1,,,,,,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,2,42,3,5,3,1,7,2,13,2,5,16,4,,,,5,,,,,,,,,,2,3,6,4,7,5,6,2,6,6
8726,1,2,1,4,1,5,4,1,1,,1,1,,1,,,,1,,1,1,,1,1,,1,1,,,,,,1,1,,,1,,,1,1,1,1,,1,1,1,,,,,,,,1,1,1,,,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,1,,1,1,1,,1,1,1,1,,1,1,,1,,1,1,1,,2,38,3,6,4,7,1,6,19,2,1,1,5,,,,,11,,,,,,,,,7,3,7,1,7,1,7,1,7,1
8727,1,2,,4,1,7,4,,,,1,1,,,1,1,,,1,1,,,1,1,,,1,,,1,1,1,,,,1,,,1,,1,1,,,1,1,,1,1,,,,,,1,,1,1,1,,1,,,1,,,1,,,1,,,,,,,1,1,1,,,,1,,,1,,,1,1,,,,1,1,1,1,,,1,,1,1,,,1,,1,33,3,6,4,7,1,5,20,2,1,16,5,,,,,8,,,,,,,,,6,4,5,3,6,6,4,2,5,4
8729,1,2,1,5,2,2,4,,,1,,1,,,,,,1,,,,,1,,,,1,1,,1,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,1,,,,,,,1,,,1,1,,,,1,1,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,1,,2,29,3,13,12,9,4,3,19,2,1,2,10,,,,,,,,,,7,,,,2,2,6,5,7,4,3,1,5,6
8730,1,2,1,6,1,5,2,,,,1,1,,1,,,1,1,1,1,1,,1,,1,,,,1,,,,,,,,,1,,,1,1,,,,,1,1,,,,1,,,1,,,,,1,1,,,1,,1,,,,,,,,,,,1,,,,,1,1,,1,,,,1,,1,,,,,1,1,,,1,,,,1,,1,,2,36,3,6,4,7,1,5,17,2,1,1,5,,,,,9,,,,,,,,,3,3,5,3,5,5,6,4,6,3
8731,1,2,0,9,1,3,1,,,1,1,,,,1,,,,,,,,1,,,,,,,1,1,1,,,,1,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,1,,1,,1,,1,,,,,,2,22,2,9,7,11,7,2,18,2,4,24,7,,,,,,,2,,,,,,,6,6,6,6,4,4,4,5,5,3
8732,1,2,1,5,1,5,5,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,17,2,13,12,9,7,1,13,2,4,2,10,,,,,,,,,,1,,,,5,1,6,1,6,5,7,1,6,2
8733,1,2,1,3,1,9,1,,1,,,1,,1,,,,,1,1,1,,1,1,,,,1,,1,,1,,,,1,,1,,,,,,,,,1,,1,,1,1,,,1,1,1,,1,,,,1,,1,1,,1,,1,1,1,1,1,1,,1,1,1,,1,1,1,,,1,,1,1,1,1,,1,,,,1,,,1,1,,1,1,1,,,1,33,3,6,4,7,1,3,12,2,1,21,5,,,,,2,,,,,,,,,4,4,3,2,5,7,3,1,5,3
8735,1,2,1,3,1,8,3,,1,1,1,1,,1,,,1,,1,,,,1,1,,,,1,,1,,,1,,,,,,1,1,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,1,1,,1,,,,1,,,,1,1,,1,,,,1,,,1,1,1,1,,1,22,2,14,11,6,1,2,12,2,4,24,11,,,,,,,,,,,1,,,3,5,6,3,4,4,3,1,5,3
8736,1,2,1,3,1,6,1,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,42,3,1,15,1,4,2,2,3,2,10,12,,,,,,,,,,,,12,,4,4,4,4,4,4,4,4,4,4
8737,1,2,1,3,1,6,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,,1,,1,,,,,1,1,1,1,1,,,1,,1,1,1,,1,,,,,,,,,,,,,1,,,1,,,1,1,,1,,1,,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,1,,2,36,3,6,4,7,1,5,19,2,1,19,5,,,,,9,,,,,,,,,3,3,4,4,5,6,6,3,4,5
8738,1,2,1,1,1,7,5,,,,1,1,,,1,,,,,1,,,1,,,,,1,,,1,,1,,,1,,1,,,1,,,,,1,,,,,1,,,1,1,,,,,,1,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,1,,1,,1,,1,,,,,1,1,,1,21,2,6,4,7,1,5,15,2,4,24,5,,,,,1,,,,,,,,,6,6,5,2,6,4,7,4,3,1
8739,1,2,1,1,1,8,4,,1,,1,1,,,1,1,1,1,,1,1,,,,,1,,,1,,1,1,,1,,1,1,,,,1,,,1,,,,1,,,,1,,,1,,1,,1,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,1,1,1,,,,,,1,,2,33,3,6,4,7,1,3,16,2,1,19,5,,,,,8,,,,,,,,,5,5,6,3,5,4,6,3,6,6
8740,1,2,1,4,1,2,1,,,1,,1,,,,,,1,1,1,1,,1,,,,1,1,1,1,,1,,,,,,1,,,,1,1,,,,1,1,,,,,,,,1,,,,,1,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,2,22,2,9,7,11,1,5,18,2,4,24,7,,,,,,,9,,,,,,,4,4,6,6,6,6,6,4,4,4
8742,1,2,1,1,1,6,4,,,,1,1,,1,1,1,,,1,,,,1,,1,,,,,1,,1,1,,,1,,,,1,,1,,,,,,1,,,,1,1,1,,,,,,,,,1,,,,,,,1,1,,,,,1,,,,1,,,1,,,,,1,1,1,1,1,,1,,1,1,,,1,,,1,,,1,,2,31,2,6,4,7,1,5,21,2,1,1,5,,,,,7,,,,,,,,,6,5,7,5,4,4,5,1,4,5
8743,1,2,1,4,1,6,3,,1,1,1,1,,1,1,1,1,,1,,,,1,,1,,,1,,1,,1,,,,,,1,1,1,,1,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,,1,,,,,1,,,,1,,,1,,,1,,1,30,3,6,4,7,1,5,16,2,1,15,5,,,,,6,,,,,,,,,3,2,5,3,6,5,7,2,5,3
8744,1,2,1,5,1,3,1,,,,,1,,,,,1,,,,,,,,1,,,,1,1,1,1,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,1,,,1,,,,1,,,1,,,,1,1,,,1,1,,1,,2,44,3,4,14,1,4,2,10,2,2,16,3,,,2,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4
8745,1,2,0,3,1,4,1,,1,,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,1,,1,,,,,,1,,,,2,18,2,14,11,6,6,1,6,2,4,24,13,,,,,,,,,,,,,1,2,3,4,1,1,3,3,1,5,1
8746,1,2,1,5,1,7,2,,,1,1,1,,1,,,,1,,1,,,1,,,,,1,,,,1,,,,,,,,,,1,,,,1,,,1,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,1,,1,,1,45,3,6,4,7,1,3,16,2,1,17,5,,,,,8,,,,,,,,,5,3,6,2,7,3,7,2,5,3
8747,1,2,1,3,1,7,4,,1,1,1,1,,1,,1,,1,,,1,,,1,1,,1,,1,,,1,,1,,1,,1,1,,,,,1,1,,1,,,,,1,,1,1,,,,,1,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,1,,,,1,31,3,6,4,7,1,5,22,2,1,4,5,,,,,9,,,,,,,,,4,6,4,2,4,5,2,2,2,3
8748,1,2,0,3,1,7,4,,1,,,1,,,,,1,,,1,1,,1,,1,,,,1,,,,1,1,,1,,1,,,,1,,,,,,1,,,1,,,,,1,,,,,,,1,,,,1,1,,1,1,,1,,1,,,1,1,,,1,,,1,1,,1,1,1,,,1,1,1,1,1,,,1,,,1,1,1,1,,1,36,1,15,13,10,4,3,19,2,3,3,6,,,,,,12,,,,,,,,5,2,6,3,6,4,6,3,4,5
8751,1,2,1,5,1,5,2,,,1,1,1,,1,,,,1,,,,,,,,1,1,,,1,,,,,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,1,1,1,1,,,,,,,,1,,,,,,1,,,,,,,,,,1,,2,17,2,14,11,6,1,2,12,2,4,24,11,,,,,,,,,,,1,,,5,3,5,5,5,5,5,3,4,5
8753,1,2,0,5,1,5,4,1,,1,1,,,1,,1,1,,,,,,,,,,,1,,1,,1,1,,,,,,1,1,,1,,,,1,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,20,3,7,5,2,7,4,14,2,4,23,6,,,,,,4,,,,,,,,6,3,5,3,7,7,6,2,5,2
8754,1,2,1,5,1,8,3,,,1,1,1,,,1,,1,1,,,1,,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,1,,1,,,,1,,,1,,,,1,,1,1,1,,1,,,,,,,,1,,,,1,,1,1,,1,,1,,,1,1,1,1,1,,,,,1,1,,1,29,1,6,4,7,1,5,20,2,1,21,5,,,,,11,,,,,,,,,3,6,5,4,6,5,6,4,5,5
8759,1,2,1,5,1,6,3,,,1,1,1,,,,1,,,1,,1,,,,1,,1,,1,,1,,1,,,1,,1,1,,,,,,,,1,,1,,,,1,,1,1,,,,,1,,,,,,,1,,1,,,,,,,1,,,1,1,,1,,1,,,,1,,,,1,1,,1,1,,,,,,1,1,,1,,1,30,3,6,4,7,1,6,16,2,1,1,5,,,,,9,,,,,,,,,4,4,7,4,5,5,6,3,6,5
8760,1,2,0,3,1,7,6,,,1,,1,,1,,,,,1,,1,,1,,,,,,,,1,1,,,,,,1,,,1,1,,,,1,1,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,2,18,2,14,11,6,1,2,19,2,4,24,11,,,,,,,,,,,5,,,4,2,4,1,2,5,6,2,4,2
8761,1,2,1,6,1,6,2,,1,,1,1,,1,,,1,1,,1,1,,1,,,,1,,1,1,1,1,,,,1,,1,,,,1,,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,1,,,1,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,1,37,3,6,4,7,1,5,17,2,1,8,5,,,,,8,,,,,,,,,6,6,5,2,5,3,7,3,2,4
8762,1,2,1,1,1,6,2,,,,1,1,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,1,16,2,14,11,6,1,2,12,2,4,24,11,,,,,,,,,,,1,,,4,4,4,3,4,4,4,4,4,4
8763,1,2,1,5,1,8,5,,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,,1,,,1,,,1,,1,,,,,1,1,,,1,1,1,,1,,1,,,,,1,1,,1,1,1,,1,,,1,,1,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,1,1,,,,,,,1,,,,,1,,,1,33,3,6,4,7,1,5,18,2,1,17,5,,,,,10,,,,,,,,,5,4,5,4,5,4,5,3,5,5
8764,1,2,1,3,1,7,5,,,1,1,1,,1,,,1,,1,,1,,1,,1,,1,1,,,1,,1,,,1,,,,1,,1,1,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,1,1,1,1,,,,,,,1,,,1,,1,1,,1,,1,,,1,,1,1,,2,18,2,14,11,6,1,2,14,2,4,24,11,,,,,,,,,,,8,,,4,6,6,2,3,5,5,1,5,5
8765,1,2,1,4,1,6,4,,,1,1,1,,1,,,1,,,,1,,,,,,,,1,1,,,1,1,,,,,1,,,1,,,1,,1,,,,1,,,1,,,,,,1,,,,1,,1,,,,1,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,1,,,,1,1,1,,,,,,2,25,3,13,12,9,7,4,20,2,2,12,10,,,,,,,,,,1,,,,5,3,7,3,6,5,7,3,5,3
8766,1,2,0,5,1,3,1,,,,1,,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,,1,29,3,9,7,1,1,5,18,2,5,17,7,,,,,,,7,,,,,,,5,1,5,2,5,2,5,1,5,3
8767,1,2,1,1,1,8,5,,1,,1,,,,1,1,,1,,,1,,,,,1,,1,1,,,,1,1,,1,,,,,1,,,,,,1,1,,,,,,,1,,,1,,,,,,1,,,1,1,,,,,,,,,,1,,,1,1,,,1,1,,1,,,1,,,,,,,,,,1,1,1,1,,,,1,36,3,1,15,7,7,5,14,2,1,1,12,,,,,,,,,,,,11,,6,4,4,3,6,3,4,3,5,2
8768,1,2,1,3,1,4,2,,1,,1,1,,1,,1,1,,,,,,1,,1,,1,1,1,,,,1,,,,,1,1,1,,1,1,,,1,1,,,,,,,,1,,1,,,1,1,,,1,,,,,,1,1,,,,,,1,,,,,,,,1,1,,1,1,,1,1,1,1,,1,,,,1,,,1,1,,1,,1,35,3,6,4,7,1,5,19,2,1,1,5,,,,,9,,,,,,,,,7,7,5,1,7,1,6,1,2,1
8769,1,2,1,5,1,3,1,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,22,2,9,7,11,7,6,18,2,4,24,7,,,,,,,8,,,,,,,4,4,4,5,4,7,4,5,4,4
8770,1,2,1,4,1,6,1,,,,1,,,,,,,1,,,,,,,,,,1,,1,,1,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,1,,,1,1,,,,,,,,,,,,,,1,,,,,1,65,3,10,8,4,4,2,12,2,8,9,6,,,,,,6,,,,,,,,5,4,6,4,6,6,5,3,5,4
8771,1,2,0,5,2,1,1,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,2,20,3,13,12,9,7,4,14,2,5,16,10,,,,,,,,,,3,,,,1,2,7,6,4,2,6,5,2,1
